event	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	geneName	lengthDiff	label
MmuEX6062193	chr16	+	35662899	35664318	35664328	35664516	Sema5b	9	
MmuEX1023623	chr7	-	29330907	29331297	29329129	29330903	Sipa1l3	3	nd
MmuEX1009599	chr1	-	68321231	68328067	68309728	68321227	Erbb4	3	nd
MmuEX0012139	chr10	-	61895361	61896345	61894061	61895333	Col13a1	27	
MmuEX1017292	chr7	+	79529915	79531002	79531029	79531185	Mir9-3hg	26	nd
MmuEX1012861	chr18	-	32462137	32462273	32461030	32462109	Gm35060	27	
MmuEX6075308	chr17	-	14875823	14876093	14829581	14875814	Wdr27	8	nd
MmuEX6091606	chr11	-	118100193	118101038	118098691	118100177	Dnah17	15	
MmuEX1022351	chrX	-	73926911	73927812	73926348	73926907	Renbp	3	nd
MmuEX1022006	chr4	+	11569933	11583530	11583545	11583676	Rad54b	14	nd
MmuEX1010637	chr15	-	77956477	77956566	77956090	77956468	Foxred2	8	nd
MmuEX1020299	chr2	+	76675635	76675904	76675917	76680162	Plekha3	12	nd
MmuEX6078584	chr17	+	56599221	56599925	56599938	56600344	Safb	12	nd
MmuEX1004892	chr18	-	20706350	20706404	20700856	20706346	B4galt6	3	nd
MmuEX1004281	chr4	-	140562278	140562713	140552650	140562274	Arhgef10l	3	nd
MmuEX1006404	chr9	-	103356030	103356279	103355314	103356026	Cdv3	3	ot
MmuEX6077655	chr17	-	36864272	36864960	36862899	36864248	Trim15	23	
MmuEX0045982	chr16	-	90971588	90973909	90969375	90971563	Synj1	24	hi
MmuEX1011602	chr2	+	52384752	52385269	52385286	52386413	Gm13522	16	
MmuEX1005460	chr5	+	76840924	76843176	76843199	76848816	C530008M17Rik	22	
MmuEX6083118	chr12	-	111962457	111963229	111961539	111962432	2010107E04Rik	24	nd
MmuEX0013313	chr1	+	60352171	60352321	60352337	60354513	Cyp20a1	15	nd
MmuEX1027925	chr3	+	108633219	108633761	108633795	108636990	Wdr47	27	
MmuEX1029315	chr5	+	87678084	87679022	87679050	87680051	Csn1s1	27	
MmuEX1026177	chr6	+	48844180	48844762	48844776	48845103	Tmem176a	13	
MmuEX1004733	chr5	-	67648201	67648524	67647801	67648197	Atp8a1	3	nd
MmuEX1009427	chr13	+	117264523	117267147	117267169	117267319	Emb	21	
MmuEX0032343	chr18	-	36027417	36031882	36024409	36027392	Nrg2	24	hi
MmuEX6064480	chr9	-	21804625	21804718	21803119	21804609	Dock6	15	nd
MmuEX1016395	chr6	+	145161018	145164968	145164980	145165196	Lrmp	11	
MmuEX1018084	chr16	+	44157947	44158226	44158231	44159462	Naa50	4	nd
MmuEX0009467	chr1	-	74910770	74911013	74910555	74910702	Cfap65	24	nd
MmuEX1024337	chr2	-	84815065	84815290	84811540	84815055	Smtnl1	9	
MmuEX1023307	chr9	+	25252700	25255783	25255789	25265393	Sept7	5	nd
MmuEX1023961	chr4	+	62360844	62379460	62379469	62385491	Slc31a1	8	nd
MmuEX0036728	chr6	+	5156241	5157003	5157028	5158088	Ppp1r9a	24	hi
MmuEX0024756	chr16	+	91841611	91842627	91842643	91848721	Itsn1	8	hi
MmuEX0048880	chr17	+	36852694	36854283	36854712	36856201	Trim26	18	
MmuEX6092411	chr4	-	15140250	15148817	15111303	15140224	Necab1	25	nd
MmuEX0016445	chr11	-	22061641	22062779	22059262	22061625	Ehbp1	15	
MmuEX0050598	chr4	+	43232609	43233903	43233910	43234665	Unc13b	6	hi
MmuEX0015182	chr9	-	104209884	104212760	104209388	104209868	Dnajc13	15	ot
MmuEX7005713	chr14	-	12488902	12488980	12485659	12488883	Cadps	18	
MmuEX0041211	chr2	-	113790288	113791119	113788849	113790266	Scg5	21	
MmuEX1014860	chr17	-	45571583	45571764	45571482	45571557	Hsp90ab1	25	
MmuEX1024747	chr11	+	19954740	19981988	19982000	19998119	Spred2	11	nd
MmuEX1007893	chr15	+	82454442	82454514	82454518	82455073	Cyp2d9	3	
MmuEX0033016	chr7	+	96797506	96805104	96805132	96811832	Tenm4	27	
MmuEX1021355	chr19	+	42564342	42575502	42575518	42576025	R3hcc1l	15	nd
MmuEX1019035	chr2	+	119618896	119622205	119622212	119624117	Nusap1	6	nd
MmuEX1015650	chr14	-	23446639	23451598	23442080	23446629	Kcnma1	9	nd
MmuEX1025657	chr8	+	123374065	123375026	123375030	123381399	Tcf25	3	nd
MmuEX1017035	chrX	-	12706118	12706298	12705180	12706093	Med14	24	
MmuEX0032950	chrX	+	47912692	47912761	47912765	47912968	Ocrl	3	nd
MmuEX1027126	chr16	+	18443275	18451970	18451978	18454475	Txnrd2	7	
MmuEX0020335	chr11	-	115587009	115587405	115586486	115586995	Gga3	13	
MmuEX1025201	chr1	+	182858611	182883166	182883173	182887339	Susd4	6	nd
MmuEX1022795	chrX	-	102188906	102189297	102188372	102188902	Rps4x	3	nd
MmuEX7006945	chr11	-	94969086	94969353	94963400	94969058	Sgca	27	
MmuEX0037946	chr17	-	66814298	66814466	66809654	66814270	Ptprm	27	hi
MmuEX0036941	chr9	+	31341485	31343254	31343267	31346792	Prdm10	12	
MmuEX1025025	chr5	-	5676510	5677316	5676006	5676500	Steap2	9	nd
MmuEX1005698	chr1	+	182628057	182628618	182628642	182630101	Capn8	23	
MmuEX1017424	chr7	-	142018973	142019815	142016506	142018965	Mob2	7	nd
MmuEX1019117	chr13	-	40274768	40280371	40263648	40274755	Ofcc1	12	
MmuEX0006047	chrX	-	57241827	57243389	57240688	57241805	Arhgef6	21	hi
MmuEX1006749	chr4	+	152339031	152341487	152341491	152347935	Chd5	3	nd
MmuEX1024302	chr7	+	24420121	24420221	24420247	24420575	Smg9	25	
MmuEX0035896	chr2	+	16512234	16515077	16515081	16565335	Plxdc2	3	nd
MmuEX6069748	chr9	+	119370379	119371391	119371410	119371915	Xylb	18	
MmuEX0049697	chr11	+	96135856	96137556	96137579	96138726	Ttll6	22	
MmuEX1002908	chr16	+	14394091	14394194	14394220	14396350	Abcc1	25	
MmuEX6009359	chr7	-	28310101	28310295	28308413	28310078	Timm50	22	nd
MmuEX1022108	chr14	-	16553120	16574857	16548563	16553116	Rarb	3	nd
MmuEX1022148	chr13	-	91990844	91996340	91988050	91990830	Rasgrf2	13	
MmuEX6059124	chr13	-	70621457	70623086	70620770	70621437	Ice1	19	nd
MmuEX1008488	chr2	-	180683559	180684963	180675428	180683552	Dido1	6	nd
MmuEX1009471	chr19	+	58943622	58945179	58945183	58945530	Eno4	3	nd
MmuEX1021909	chr4	+	8535909	8547215	8547231	8561151	Rab2a	15	nd
MmuEX7001843	chr3	+	40917068	40919387	40919406	40923412	Abhd18	18	nd
MmuEX0052557	chr11	+	5959380	5960426	5960442	5961187	Ykt6	15	ot
MmuEX6011999	chr7	-	81496868	81498231	81496161	81496849	BC048679	18	
MmuEX0053823	chr19	+	42184190	42185619	42185641	42185804	Zfyve27	21	hi
MmuEX1028478	chr8	-	43304669	43306840	43304558	43304642	Zfp42	26	
MmuEX0045823	chr19	+	3804562	3804813	3804834	3804916	Kmt5b	20	nd
MmuEX1005664	chr2	-	25932099	25933590	25930029	25932095	Camsap1	3	nd
MmuEX7005440	chr8	-	83890311	83899180	83890017	83890286	Gm26721	24	
MmuEX1016584	chr7	+	119895891	119908945	119908954	119914172	Lyrm1	8	nd
MmuEX0009318	chr2	-	121399470	121399736	121397889	121399445	Catsper2	24	ot
MmuEX1013827	chr7	+	6274374	6277406	6277419	6279413	Gm6792	12	
MmuEX0005833	chr11	+	97491231	97491643	97491667	97493050	Arhgap23	23	hi
MmuEX0036798	chr14	-	70225955	70235139	70225049	70225927	Ppp3cc	27	nd
MmuEX1026625	chr13	-	104154234	104154295	104150184	104154219	Trappc13	14	
MmuEX0026160	chr8	+	4521281	4521391	4521418	4523353	Cers4	26	
MmuEX0003409	chr4	+	155892442	155895491	155895577	155896110	Acap3	26	nd
MmuEX0043693	chr5	+	48259684	48263640	48263668	48275581	Slit2	27	
MmuEX6089365	chr11	+	98350630	98350884	98350908	98351265	Ppp1r1b	23	nd
MmuEX1021973	chr15	-	99645005	99651558	99642972	99644999	Racgap1	5	nd
MmuEX1017129	chr1	+	82735508	82739468	82739478	82750519	Mff	9	nd
MmuEX1027912	chr13	+	94997188	94998897	94998901	94999865	Wdr41	3	nd
MmuEX1010841	chr12	-	98242533	98242641	98234398	98242522	Galc	10	nd
MmuEX0022046	chr10	-	75775498	75776743	75775011	75775489	Gstt3	8	nd
MmuEX1027751	chr13	+	18723227	18735589	18735593	18739441	Vps41	3	nd
MmuEX1028148	chr8	-	69888413	69888996	69888023	69888399	Yjefn3	13	
MmuEX1027920	chr11	-	121348250	121349231	121341216	121348224	Wdr45b	25	
MmuEX1004163	chr15	-	98743211	98762979	98742830	98743200	Arf3	10	nd
MmuEX1019551	chr11	-	97697766	97699205	97693569	97697752	Pcgf2	13	nd
MmuEX0022398	chrX	-	73447895	73447959	73447138	73447891	Haus7	3	nd
MmuEX1003844	chr8	-	122902341	122908667	122900150	122902332	Ankrd11	8	nd
MmuEX1004702	chr4	-	117887030	117887169	117886360	117887015	Atp6v0b	14	nd
MmuEX0017129	chr1	+	185387119	185387356	185387378	185394362	Eprs	21	hi
MmuEX1015604	chr4	-	152394718	152394928	152394411	152394712	Kcnab2	5	nd
MmuEX1022716	chr12	+	16968767	16970312	16970327	16971048	Rock2	14	nd
MmuEX6061456	chr16	+	20551863	20551961	20551985	20552098	Abcf3	23	nd
MmuEX0001668	chr12	-	91063166	91083673	91022478	91063141	Cep128	24	nd
MmuEX1018033	chr19	-	37925468	37930985	37924705	37925459	Myof	8	nd
MmuEX1018261	chr11	-	62422776	62422874	62419781	62422765	Ncor1	10	nd
MmuEX6098629	chr4	+	155900362	155901003	155901016	155901674	Acap3	12	nd
MmuEX1008612	chr7	+	131106477	131107884	131107912	131108454	Dmbt1	27	
MmuEX1014939	chr1	-	185325193	185325502	185323816	185325168	Iars2	24	
MmuEX7004776	chr10	-	61892983	61893914	61891265	61892955	Col13a1	27	
MmuEX0048348	chr7	+	142501655	142501828	142501843	142504047	Tnnt3	14	
MmuEX1007442	chr17	-	29208642	29209423	29204749	29208629	Cpne5	12	nd
MmuEX0008842	chr15	+	98640751	98640958	98640979	98641176	Cacnb3	20	hi
MmuEX6038781	chr8	+	117436917	117447070	117447098	117454861	Cmip	27	nd
MmuEX1024729	chr10	+	60106657	60121231	60121241	60121477	Spock2	9	nd
MmuEX1018658	chr4	+	156241502	156241780	156241801	156242565	Noc2l	20	
MmuEX6100152	chr2	+	30003420	30003673	30003698	30004504	Sptan1	24	nd
MmuEX0013953	chr10	+	127267483	127272441	127272445	127274713	Dctn2	3	hi
MmuEX1028801	chr18	+	36793960	36794070	36794078	36794296	Zmat2	7	
MmuEX0012576	chr6	+	113283983	113284204	113284208	113284384	Cpne9	3	hi
MmuEX0013079	chr2	-	84612550	84612935	84612093	84612531	Ctnnd1	18	hi
MmuEX1005553	chr11	-	94411764	94415742	94411617	94411751	Cacna1g	12	nd
MmuEX0006842	chr9	-	105493555	105494414	105470148	105493542	Atp2c1	12	hi
MmuEX0034144	chr6	-	56345153	56361744	56181798	56345125	Pde1c	27	ot
MmuEX0036869	chr19	-	3467707	3469640	3467295	3467682	Ppp6r3	24	
MmuEX6067363	chr9	-	77435072	77435090	77434131	77435046	Lrrc1	25	
MmuEX6018565	chr5	+	87813115	87813837	87813862	87813940	Csn1s2b	24	
MmuEX0037682	chr2	-	25467346	25467817	25466832	25467286	Ptgds	26	nd
MmuEX1012064	chr1	+	177991585	177997090	177997094	178002994	Gm16432	3	nd
MmuEX0008845	chr2	-	52465914	52467243	52465679	52465893	Cacnb4	20	hi
MmuEX1027620	chr14	+	20987119	20987971	20987975	20995011	Vcl	3	nd
MmuEX1020787	chr8	+	84971693	84971793	84971816	84973999	Prdx2	22	nd
MmuEX1021908	chr4	+	8535909	8540936	8540947	8561151	Rab2a	10	nd
MmuEX6048693	chr10	-	61866415	61867451	61864004	61866390	Col13a1	24	nd
MmuEX1015674	chr12	-	11114701	11115172	11110750	11114690	Kcns3	10	
MmuEX0000148	chr1	-	57393695	57394046	57393488	57393669	Tyw5	25	nd
MmuEX1023111	chr15	+	100870744	100878406	100878410	100936270	Scn8a	3	nd
MmuEX0043389	chr2	-	130696756	130697358	130696104	130696647	Slc4a11	6	hi
MmuEX0001195	chr18	+	24470972	24471061	24471085	24472949	2700062C07Rik	23	
MmuEX1026716	chr7	-	104277378	104278411	104276837	104277369	Trim5	8	nd
MmuEX1017579	chr4	-	49519070	49520961	49514578	49519063	Mrpl50	6	nd
MmuEX6049588	chr10	+	79710921	79711255	79711281	79711493	Bsg	25	nd
MmuEX0010140	chr7	+	140228819	140229034	140229059	140229744	Cd163l1	24	
MmuEX1014278	chr8	+	33652571	33664337	33664341	33669152	Gsr	3	nd
MmuEX1001847	chr12	-	72896448	72898486	72892980	72896439	4930447C04Rik	8	nd
MmuEX1007305	chr1	-	45438884	45442646	45437497	45438869	Col5a2	14	
MmuEX0006337	chr12	+	21213226	21214361	21214371	21217974	Asap2	4	hi
MmuEX0019868	chr17	+	37048607	37049776	37049798	37050998	Gabbr1	21	hi
MmuEX0018656	chr5	-	24444396	24444523	24444306	24444374	Fastk	21	nd
MmuEX0030231	chr4	+	58355857	58356481	58356506	58366797	Musk	24	
MmuEX1022702	chr1	-	135278481	135278766	135277538	135278476	Rnpep	4	nd
MmuEX1010211	chr5	-	110415807	110416029	110396075	110415791	Fbrsl1	15	nd
MmuEX1004013	chr3	-	127821904	127822583	127820786	127821892	Ap1ar	11	nd
MmuEX0026723	chr5	+	81465305	81509723	81509739	81511983	Adgrl3	15	hi
MmuEX0010546	chr13	-	17740679	17750256	17739193	17740672	Cdk13	6	nd
MmuEX1003369	chr13	-	81505679	81506098	81504171	81505651	Adgrv1	27	hi
MmuEX6046675	chrX	+	160002045	160004162	160004187	160040989	Map3k15	24	nd
MmuEX1017143	chr7	+	120991911	120994982	120994990	120995379	Mfsd13b	7	
MmuEX0027962	chr12	+	111647729	111651957	111651985	111653389	Mark3	27	ot
MmuEX1005877	chr8	+	95536592	95537978	95538001	95538091	Ccdc113	22	
MmuEX7033582	chr2	+	169482477	169483285	169483309	169504554	Gm14249	23	
MmuEX1027625	chr8	-	22587395	22587552	22583737	22587391	Vdac3	3	nd
MmuEX0046696	chr1	+	19209249	19212396	19212424	19213950	Tfap2b	27	nd
MmuEX1002313	chr7	+	131293825	131293980	131294002	131296292	5430419D17Rik	21	nd
MmuEX1014876	chr11	-	53299206	53300059	53292315	53299190	Hspa4	15	nd
MmuEX1026437	chr7	+	142442499	142442690	142442698	142443170	Tnni2	7	
MmuEX1004551	chr12	+	4982199	4982935	4982946	4990871	Atad2b	10	nd
MmuEX1028058	chr8	-	3613479	3613589	3613291	3613469	Xab2	9	
MmuEX1028772	chr2	+	119208979	119209115	119209141	119210129	Zfyve19	25	
MmuEX1023185	chr2	-	26423320	26423453	26422254	26423306	Sec16a	13	nd
MmuEX0004208	chr6	+	34782219	34783569	34783631	34785190	Agbl3	24	nd
MmuEX0036509	chr10	+	106903706	106904816	106904847	106906365	Ppfia2	26	hi
MmuEX1028409	chr18	-	82652222	82656948	82649391	82652218	Zfp236	3	nd
MmuEX1022536	chr1	-	22593045	22596364	22538624	22593032	Rims1	12	
MmuEX1011709	chr2	+	55411892	55413026	55413054	55421055	Gm14033	27	
MmuEX1023877	chr11	+	68970790	68971026	68971043	68971183	Slc25a35	16	
MmuEX0043333	chr11	+	75563709	75566403	75566416	75566978	Slc43a2	12	
MmuEX6009780	chr7	-	30436203	30436786	30436044	30436178	Aplp1	24	nd
MmuEX1021203	chr1	-	138087063	138088502	138083784	138087056	Ptprc	6	nd
MmuEX1026146	chr7	-	4719941	4723783	4709056	4719937	Tmem150b	3	
MmuEX1016170	chr7	+	4143038	4143258	4143310	4143418	Leng8	16	lo
MmuEX1019559	chr2	+	164884430	164884589	164884593	164885358	Pcif1	3	nd
MmuEX0045761	chr7	-	28330030	28330579	28329653	28330017	Supt5	12	ot
MmuEX1010629	chr6	+	15378089	15378701	15378705	15379652	Foxp2	3	nd
MmuEX1024480	chr17	+	5926162	5926460	5926462	5927205	Snx9	1	nd
MmuEX0046153	chr6	-	113377330	113377489	113376946	113377315	Tada3	14	
MmuEX0022550	chr18	+	76944186	76945342	76945358	76951112	Hdhd2	15	nd
MmuEX1008136	chr5	+	114003937	114006818	114006822	114009829	Dao	3	nd
MmuEX6098236	chr4	-	152123629	152123713	152121266	152123616	Espn	12	nd
MmuEX6009348	chr7	-	28290267	28290322	28288496	28290254	Selenov	12	
MmuEX6074087	chr3	+	130566496	130570308	130570336	130583269	Col25a1	27	nd
MmuEX0008835	chr11	-	98010647	98011865	98010377	98010626	Cacnb1	20	hi
MmuEX1023211	chr5	-	100366134	100368293	100365995	100366130	Sec31a	3	nd
MmuEX1023160	chr19	-	10504149	10516979	10503130	10504138	Sdhaf2	10	nd
MmuEX1005294	chr10	+	79711281	79711376	79711383	79711493	Bsg	6	nd
MmuEX0009245	chrX	-	13524852	13525997	13522348	13524824	Cask	27	
MmuEX1013914	chr13	-	8035233	8037836	8035039	8035218	Gm9742	14	
MmuEX7033824	chr5	-	87697141	87699363	87693878	87697119	Csn2	21	
MmuEX1023078	chr9	-	75674275	75675344	75669393	75674271	Scg3	3	nd
MmuEX1023479	chr15	+	81011523	81011616	81011636	81011655	Sgsm3	19	
MmuEX1009889	chr9	-	35230039	35235230	35227392	35230028	Fam118b	10	nd
MmuEX1006314	chr10	-	60382499	60382653	60379347	60382495	Cdh23	3	
MmuEX1001638	chr11	+	78273903	78274304	78274308	78274464	2610507B11Rik	3	nd
MmuEX6014421	chr7	-	127929575	127929797	127927972	127929556	Prss8	18	
MmuEX1006475	chr5	-	86047149	86047583	86046581	86047131	Cenpc1	17	
MmuEX1026914	chr4	-	21759425	21759622	21758476	21759412	Tstd3	12	
MmuEX6011275	chr7	+	64243598	64244849	64244871	64245943	Trpm1	21	nd
MmuEX6088219	chr11	-	82808537	82810007	82806190	82808512	Rffl	24	nd
MmuEX0018414	chr13	+	24673111	24674646	24674671	24675774	Fam65b	24	nd
MmuEX0039512	chr9	-	55977938	55978701	55975198	55977915	4930563M21Rik	22	
MmuEX1015455	chr6	+	108542065	108545262	108545276	108549752	Itpr1	13	nd
MmuEX6099634	chr2	+	25766162	25767785	25767813	25767957	Lcn3	27	
MmuEX0004898	chr3	-	126979268	126981799	126976933	126979255	Ank2	12	ot
MmuEX1014937	chr13	+	49719670	49721151	49721159	49722145	Iars	7	
MmuEX6048685	chr10	-	61885715	61887248	61884712	61885687	Col13a1	27	
MmuEX1003345	chr8	+	95033494	95034523	95034543	95034949	Adgrg3	19	
MmuEX0025977	chrX	-	73867037	73869728	73866161	73867021	L1cam	15	hi
MmuEX1010126	chr4	-	12164275	12168178	12164193	12164268	Fam92a	6	nd
MmuEX1005108	chr11	+	85509693	85515934	85515950	85531792	Bcas3	15	nd
MmuEX0021567	chr2	-	132535375	132536684	132534834	132535361	Gpcpd1	13	
MmuEX0040601	chr17	+	32053955	32055104	32055125	32055910	Rrp1b	20	nd
MmuEX1028040	chr13	+	32805530	32806356	32806361	32806758	Wrnip1	4	nd
MmuEX1004185	chr8	-	77410247	77411021	77409643	77410243	Arhgap10	3	nd
MmuEX0014010	chr14	-	45628875	45629579	45620841	45628853	Ddhd1	21	hi
MmuEX6022173	chr5	-	140674361	140675077	140671927	140674336	Iqce	24	nd
MmuEX1023008	chr18	+	31674497	31674587	31674613	31677355	Sap130	25	
MmuEX1026212	chr1	+	191338992	191339458	191339466	191340726	Tmem206	7	nd
MmuEX1027984	chr2	-	164745417	164745832	164745085	164745389	Wfdc3	27	
MmuEX6034944	chr8	-	24589593	24591502	24587874	24589577	Ido1	15	
MmuEX1016905	chr3	+	60595765	60598470	60598474	60603693	Mbnl1	3	nd
MmuEX0004470	chr11	-	88843825	88844258	88841303	88843811	Akap1	13	ot
MmuEX1014812	chr19	-	42777680	42778121	42771255	42777656	Hps1	23	
MmuEX6105656	chr2	+	145581047	145591157	145591184	145598340	Slc24a3	26	nd
MmuEX1009479	chr17	-	44101565	44101806	44101482	44101561	Enpp4	3	nd
MmuEX0042199	chr2	-	30346074	30346352	30345940	30346058	Sh3glb2	15	hi
MmuEX1028698	chr13	-	62466233	62466706	62465624	62466225	Zfp935	7	nd
MmuEX6093846	chr4	+	63077628	63099279	63099296	63118548	Zfp618	16	
MmuEX6040592	chr14	-	31549126	31549456	31547519	31549098	Colq	27	
MmuEX6040617	chr14	-	31720133	31721845	31719416	31720105	Ankrd28	27	nd
MmuEX1003761	chr13	+	19118176	19119860	19119876	19120595	Amph	15	nd
MmuEX0008885	chr14	-	12472407	12473408	12467180	12472397	Cadps	9	ot
MmuEX1023044	chr15	-	96442751	96443944	96434998	96442739	Scaf11	11	nd
MmuEX1015278	chr4	+	116520804	116522331	116522340	116524185	Ipp	8	nd
MmuEX1011944	chr13	-	43125595	43125666	43122158	43125591	Gm15813	3	
MmuEX1020682	chr17	+	20957113	20958827	20958835	20958939	Ppp2r1a	7	
MmuEX6087841	chr11	+	78188512	78190381	78190391	78190477	Rab34	9	
MmuEX1027388	chr10	+	75430132	75435879	75435892	75436145	Upb1	12	
MmuEX6005507	chr6	-	88839073	88839184	88838962	88839067	Abtb1	5	nd
MmuEX1008569	chr14	-	47398150	47398417	47395975	47398146	Dlgap5	3	nd
MmuEX0000678	chr10	+	77978782	77979752	77979772	77980500	1810043G02Rik	19	nd
MmuEX0052395	chr7	-	126173768	126174157	126169327	126173742	Xpo6	25	
MmuEX0002309	chr19	-	45973139	45974966	45972931	45973124	9130011E15Rik	14	nd
MmuEX0040881	chr2	-	112681750	112686574	112678548	112681734	Ryr3	15	
MmuEX1025981	chr14	-	32199028	32201642	32193948	32199021	Timm23	6	
MmuEX1015816	chr11	+	53586931	53590377	53590381	53593373	Kif3a	3	nd
MmuEX1028054	chr8	+	107545499	107546628	107546632	107548468	Wwp2	3	nd
MmuEX1001950	chr14	+	100232773	100243998	100244002	100244605	4930517O19Rik	3	
MmuEX0001871	chr11	-	72161797	72166637	72159521	72161793	4933427D14Rik	3	nd
MmuEX0026461	chr11	-	3370981	3409045	3360587	3370968	Limk2	12	nd
MmuEX0029678	chr5	+	31597022	31614602	31614622	31616380	Mrpl33	19	
MmuEX1027617	chrX	+	75521430	75522642	75522646	75523259	Vbp1	3	nd
MmuEX0048944	chr7	-	102679697	102680136	102679137	102679673	Trim68	23	nd
MmuEX1010254	chr10	+	11291573	11294705	11294712	11295216	Fbxo30	6	nd
MmuEX1006019	chr16	+	27438378	27438451	27438455	27444543	Ccdc50	3	nd
MmuEX1004482	chr10	+	50823861	50836338	50836365	50839076	Ascc3	26	
MmuEX0012381	chr14	-	101640300	101640388	101637107	101640287	Commd6	12	lo
MmuEX1017241	chrX	+	140751060	140759829	140759845	140761188	Mid2	15	nd
MmuEX6079655	chr17	+	83421736	83427999	83428026	83440030	Eml4	26	nd
MmuEX1008619	chr14	-	70605373	70605692	70605366	70605367	Dmtn	5	hi
MmuEX1016006	chr16	+	88820411	88820646	88820652	88829314	Krtap15	5	
MmuEX1020566	chr1	-	165988891	166002561	165931728	165988887	Pou2f1	3	nd
MmuEX1007716	chr2	+	157799525	157803529	157803533	157806674	Ctnnbl1	3	nd
MmuEX0031917	chr2	+	3305440	3306982	3307001	3309046	Nmt2	18	
MmuEX1022766	chr7	-	45128151	45128699	45127569	45128135	Rpl13a	15	nd
MmuEX1006986	chr7	-	126580333	126580332	126580230	126580326	Cln3	6	nd
MmuEX1004287	chr3	+	87722484	87724291	87724295	87725478	Arhgef11	3	nd
MmuEX1027065	chr2	-	25224045	25224123	25223369	25224037	Tubb4b	7	nd
MmuEX1027414	chr4	-	116070758	116074915	116070025	116070736	Uqcrh	21	nd
MmuEX1027483	chr16	+	77050561	77051798	77051809	77055153	Usp25	10	nd
MmuEX0042102	chr15	+	81007591	81007738	81007764	81007850	Sgsm3	25	nd
MmuEX0004910	chr10	+	69927819	69929446	69929459	69932393	Ank3	12	ot
MmuEX1004095	chr9	-	31155177	31157694	31153500	31155167	Aplp2	9	nd
MmuEX1010836	chr19	+	5302672	5305059	5305063	5306723	Gal3st3	3	nd
MmuEX0050641	chr8	-	28725163	28741479	28724407	28725147	Unc5d	15	ot
MmuEX1013957	chr9	-	107618081	107619696	107617064	107618077	Gnai2	3	nd
MmuEX1023503	chr14	-	31401890	31411540	31387884	31401886	Sh3bp5	3	nd
MmuEX0037996	chr4	-	131771325	131771446	131769889	131771166	Ptpru	21	nd
MmuEX0036167	chr19	-	5951902	5953064	5951787	5951897	Pola2	4	nd
MmuEX0040258	chr16	-	74008787	74015870	73985713	74008774	Robo2	12	nd
MmuEX0038291	chr2	+	173696000	173697251	173697255	173701021	Rab22a	3	nd
MmuEX1004545	chr15	-	58099033	58099710	58098749	58099029	Atad2	3	nd
MmuEX1009414	chr3	+	129605173	129610251	129610255	129628282	Elovl6	3	ot
MmuEX0019627	chr6	-	97353205	97354004	97329565	97353181	Frmd4b	23	nd
MmuEX1021664	chr9	+	114170036	114170739	114170762	114181707	RP23-63L7.3	22	
MmuEX1010771	chr7	-	31044746	31044952	31044612	31044742	Fxyd7	3	
MmuEX1002027	chr9	-	55982512	55983316	55980900	55982486	4930563M21Rik	25	
MmuEX6078237	chr17	+	47732487	47732490	47732505	47732924	Pgc	14	
MmuEX1017506	chr2	+	106783859	106785038	106785042	106861487	Mpped2	3	nd
MmuEX1026709	chr17	-	36262133	36263728	36261607	36262109	Trim39	23	nd
MmuEX1004050	chr2	+	127049563	127049749	127049753	127052179	Ap4e1	3	nd
MmuEX6073473	chr3	-	108889112	108889643	108883627	108889092	Fndc7	19	
MmuEX1010530	chr1	+	174582064	174584086	174584100	174593060	Fmn2	13	nd
MmuEX0037896	chr4	-	76095547	76099411	76091540	76095519	Ptprd	27	nd
MmuEX1004872	chr5	+	149739602	149744361	149744377	149745425	B3glct	15	nd
MmuEX1020937	chr2	-	53175033	53175143	53160887	53175015	Prpf40a	17	
MmuEX0007251	chr7	+	141067437	141067519	141067621	141067699	B4galnt4	22	nd
MmuEX6104668	chr2	-	125767834	125768106	125767491	125767808	Secisbp2l	25	nd
MmuEX1020080	chr9	+	20652198	20654717	20654729	20655361	Pin1	11	nd
MmuEX1009069	chr2	+	155236941	155239474	155239479	155242730	Dynlrb1	4	nd
MmuEX0016849	chr1	-	181931186	181956393	181930763	181931173	Enah	12	
MmuEX6056143	chr15	+	97967328	97968076	97968127	97968608	Tmem106c	24	nd
MmuEX1022591	chr14	+	51096474	51101478	51101490	51104806	Rnase4	11	nd
MmuEX0044258	chr2	+	164786856	164791557	164791569	164791712	Snx21	9	hi
MmuEX1020246	chr2	+	135387885	135456366	135456370	135472052	Plcb1	3	nd
MmuEX0052215	chr6	-	119928150	119934255	119927235	119928122	Wnk1	27	
MmuEX1017732	chr4	+	148038525	148039289	148039410	148041583	Mthfr	19	
MmuEX0009285	chr3	+	102127987	102133089	102133099	102133376	Casq2	9	
MmuEX1024365	chr9	-	86810224	86815429	86809549	86810217	Snap91	6	nd
MmuEX1008956	chr10	-	88335576	88336810	88329142	88335572	Dram1	3	nd
MmuEX1018196	chr11	+	101559589	101562228	101562241	101562296	Nbr1	12	
MmuEX1017391	chr8	-	79269207	79270889	79268216	79269187	Mmaa	19	
MmuEX6029575	chr1	+	179605068	179606247	179606270	179606436	Cnst	22	nd
MmuEX1017969	chr11	+	77817707	77823089	77823105	77832393	Myo18a	15	
MmuEX1008896	chr17	-	35641208	35643586	35638624	35641192	Dpcr1	15	
MmuEX6043428	chrX	+	7614517	7614651	7614679	7614828	Cacna1f	27	
