event,chrom,strand,upIntStart,upIntEnd,dnIntStart,dnIntEnd,geneName,lengthDiff,label,group,wt_neural_high_pred,ME,geneID,mes3,mes5,conservation,neural_high_pred
putative_microexon_000198919,chr4,-,17867025,17909093,17845901,17866998,LCORL,27,,novel_mic,0.0038372837,chr4_-_17866998_17867025,ENSG00000178177,11.604943871756142,11.078494497844932,0.2884871796507818,0.030480435
putative_microexon_000922449,chr7,+,100198166,100198361,100198370,100198474,STAG3,9,,novel_mic,0.0015568949,chr7_+_100198361_100198370,ENSG00000066923,8.087985309809813,5.906017122277897,0.0651299435609825,0.047885865
putative_microexon_000306363,chr21,+,37073364,37092100,37092103,37108391,TTC3,3,,novel_mic,4.8973932e-05,chr21_+_37092100_37092103,ENSG00000182670,0.1038191557083486,8.772055361498861,0.2193448288552195,0.0026866295
putative_microexon_000309399,chr17,-,16035967,16039432,16034941,16035964,NCOR1,3,,novel_mic,5.1745847e-06,chr17_-_16035964_16035967,ENSG00000141027,1.1731141709350836,10.064665531230562,0.2178620692207371,0.0016748777
putative_microexon_000345130,chrX,-,149537376,149538114,149536213,149537373,AC244197.3,3,,novel_mic,0.049940784,chrX_-_149537373_149537376,ENSG00000241489,6.825350952744097,7.199632967475576,0.2010459773745601,0.060512934
putative_microexon_001341523,chr5,+,60945382,61050636,61050641,61152703,NDUFAF2,5,,novel_mic,7.943408e-06,chr5_+_61050636_61050641,ENSG00000164182,2.5583369776613893,5.727980971819767,0.0260804599089462,0.00019794644
putative_microexon_001678958,chr6,+,72292046,72302514,72302535,72390597,RIMS1,21,,novel_mic,0.06094502,chr6_+_72302514_72302535,ENSG00000079841,8.586269140212744,6.141689189703025,0.0091058202328101,0.013202733
putative_microexon_001700097,chr14,+,76022394,76049766,76049774,76082294,IFT43,8,,novel_mic,0.7137261,chr14_+_76049766_76049774,ENSG00000119650,9.381077455301751,10.998354285522844,0.0082897727969049,0.19111483
putative_microexon_001702096,chr6,+,25556850,25565350,25565357,25580923,CARMIL1,7,,novel_mic,6.5441975e-07,chr6_+_25565350_25565357,ENSG00000079691,0.9369021567712336,6.431317036752582,0.0082114286221829,0.0003648566
putative_microexon_001499592,chr14,+,67023675,67045868,67045873,67058648,GPHN,5,,novel_mic,1.7133317e-07,chr14_+_67045868_67045873,ENSG00000171723,2.9526846560419027,7.254883717981968,0.0170459770958806,0.0006193565
putative_microexon_001556689,chr8,-,73955663,73955910,73941605,73955646,ELOC,17,,novel_mic,2.9189889e-05,chr8_-_73955646_73955663,ENSG00000154582,3.0090987990128677,6.991226153244384,0.0142864865288641,0.00027493708
putative_microexon_001558195,chr1,+,16367308,16382842,16382845,16393230,SZRD1,3,,novel_mic,1.0637253e-07,chr1_+_16382842_16382845,ENSG00000055070,2.860169466159362,6.82455301473033,0.0142183908597223,6.7953326e-05
putative_microexon_000003977,chr9,-,124375880,124384597,124356915,124375876,PSMB7,4,,novel_mic,1.1707435e-06,chr9_-_124375876_124375880,ENSG00000136930,5.241490670484309,6.776469351134472,0.970155173334582,0.00058857654
putative_microexon_000004521,chr4,+,55871958,55872786,55872808,55877916,EXOC1,22,,novel_mic,0.0038859788,chr4_+_55872786_55872808,ENSG00000090989,8.290187978456629,7.210547312975911,0.9606368447604932,0.053248778
putative_microexon_000005326,chr4,+,102537956,102553874,102553891,102566986,NFKB1,17,,novel_mic,0.71741503,chr4_+_102553874_102553891,ENSG00000109320,5.384398394252988,8.553953182519951,0.9472540565439171,0.091416135
putative_microexon_000005733,chr6,+,53904462,53907564,53907589,53913853,LRRC1,25,,novel_mic,0.010785819,chr6_+_53907564_53907589,ENSG00000137269,5.283557005226273,7.822941665554013,0.9397098455056934,0.032625157
putative_microexon_000616249,chr8,+,109539919,109540725,109540735,109553864,EBAG9,10,,novel_mic,0.00012492502,chr8_+_109540725_109540735,ENSG00000147654,0.9581447718909498,8.763777214457557,0.1170674157610131,0.0054978845
putative_microexon_000762748,chr10,+,82973915,82976372,82976375,82978949,NRG3,3,,novel_mic,0.0010210323,chr10_+_82976372_82976375,ENSG00000185737,1.678145328349094,5.7140609923016825,0.0887586207138428,0.0014091945
putative_microexon_000764172,chr17,+,54900923,54902238,54902242,54913747,TOM1L1,4,,novel_mic,9.20191e-06,chr17_+_54902238_54902242,ENSG00000141198,6.443733730096455,9.845645332491872,0.0885172414502407,0.00027882733
putative_microexon_000748759,chr17,-,15997062,15999518,15987368,15997054,ZSWIM7,8,,novel_mic,1.9551094e-06,chr17_-_15997054_15997062,ENSG00000214941,2.062469579584859,9.095315133202252,0.0911306811427824,0.00019401031
putative_microexon_000021777,chr19,-,18604024,18606541,18599846,18604014,CRLF1,10,,novel_mic,1.6908656e-05,chr19_-_18604014_18604024,ENSG00000006016,0.8984141941380379,6.596054181084432,0.7142415746701148,0.0021820862
putative_microexon_000023193,chr6,+,73120577,73132143,73132164,73190572,KCNQ5,21,,novel_mic,0.0005568229,chr6_+_73132143_73132164,ENSG00000185760,3.3725761385688235,11.368232509247544,0.7001534410377857,0.012814969
putative_microexon_000577174,chr1,-,3836788,3837291,3836692,3836784,CEP104,4,,novel_mic,2.366869e-05,chr1_-_3836784_3836788,ENSG00000116198,2.0234158799621875,5.661141864127771,0.1260977018378332,0.004542563
putative_microexon_000577343,chr9,-,23809203,23825805,23762246,23809200,ELAVL2,3,,novel_mic,0.00011257409,chr9_-_23809200_23809203,ENSG00000107105,2.670523444581913,5.397415546429756,0.1260574712911781,0.00013692612
putative_microexon_000577707,chr15,+,40701201,40703887,40703890,40728710,RAD51,3,,novel_mic,2.098064e-06,chr15_+_40703887_40703890,ENSG00000051180,0.6022452386295232,6.061321574261413,0.1259712649197531,0.001730222
putative_microexon_001542060,chr3,-,55996275,56007180,55992250,55996272,ERC2,3,,novel_mic,1.3914161e-05,chr3_-_55996272_55996275,ENSG00000187672,0.1345169280655376,8.394912539714692,0.0149712643964783,0.0008985885
putative_microexon_001518267,chr4,+,153152612,153246091,153246096,153275892,TRIM2,5,,novel_mic,5.9245335e-06,chr4_+_153246091_153246096,ENSG00000109654,6.316615026963901,5.415786059785461,0.0161264367868599,0.00017138956
putative_microexon_001487992,chr6,+,25610181,25612050,25612053,25619446,CARMIL1,3,,novel_mic,1.0427962e-05,chr6_+_25612050_25612053,ENSG00000079691,2.5838618403362537,7.682139214857222,0.017643678321198,0.0016374977
putative_microexon_001718108,chr6,+,4734844,4788107,4788112,4935514,CDYL,5,,novel_mic,5.0352787e-06,chr6_+_4788107_4788112,ENSG00000153046,0.8378970426306531,6.226226559920013,0.0075977011777771,9.697012e-05
putative_microexon_001661040,chr3,+,63864999,63869844,63869848,63898398,ATXN7,4,,novel_mic,4.931004e-07,chr3_+_63869844_63869848,ENSG00000285258,6.055554769920351,7.907572119497001,0.0098160919974204,0.0001606639
putative_microexon_001355996,chr4,+,86948571,87012664,87012667,87084122,AFF1,3,,novel_mic,3.4308932e-06,chr4_+_87012664_87012667,ENSG00000172493,1.4740113193146318,6.683118199370094,0.0251494253866492,0.00017061636
putative_microexon_000326356,chr1,-,37909637,37931912,37891454,37909633,INPP5B,4,,novel_mic,3.2837847e-06,chr1_-_37909633_37909637,ENSG00000204084,8.951369555821001,5.686731848911775,0.2096206899946448,0.0001599139
putative_microexon_000328179,chr16,+,56192616,56233660,56233664,56275930,GNAO1,4,,novel_mic,3.370411e-06,chr16_+_56233660_56233664,ENSG00000087258,5.6096021489027486,6.842372892947194,0.2087471261640593,8.7942084e-05
putative_microexon_000381598,chr6,+,108366332,108378907,108378932,108447213,AFG1L,25,,novel_mic,0.43326488,chr6_+_108378907_108378932,ENSG00000135537,8.697688047260934,8.845521694983347,0.1858031086513888,0.23272175
putative_microexon_000382557,chr4,+,76436220,76447300,76447303,76555608,SHROOM3,3,,novel_mic,2.1436443e-05,chr4_+_76447300_76447303,ENSG00000138771,0.7483315226129134,10.567103914447587,0.1854425287503085,0.000166919
putative_microexon_000384243,chr2,-,63311492,63313247,63174832,63311486,WDPCP,6,,novel_mic,0.00012603022,chr2_-_63311486_63311492,ENSG00000143951,2.186936411659966,5.383046623709159,0.1847816084286776,0.00021929355
putative_microexon_000384468,chr1,+,116372921,116375204,116375208,116384013,ATP1A1,4,,novel_mic,4.9302045e-05,chr1_+_116375204_116375208,ENSG00000163399,1.4424202110872495,5.727980971819767,0.1846954025710858,0.00020175707
putative_microexon_000159173,chr12,-,102479266,102480318,102475799,102479262,IGF1,4,,novel_mic,4.105627e-05,chr12_-_102479262_102479266,ENSG00000017427,3.992422540523709,10.077444796486049,0.3257183905934444,0.0014719926
putative_microexon_000213988,chr2,-,144284252,144332438,144235737,144284249,GTDC1,3,,novel_mic,2.4438197e-07,chr2_-_144284249_144284252,ENSG00000121964,2.3720665651239727,7.63010963008345,0.2765057457934787,7.7288074e-05
putative_microexon_000883423,chr2,+,105816613,105823680,105823683,105855050,NCK2,3,,novel_mic,4.117497e-06,chr2_+_105823680_105823683,ENSG00000071051,2.533251185770622,9.160326898507805,0.0702988507531198,0.00032658986
putative_microexon_000884843,chr18,+,54718141,54877098,54877102,54877566,RAB27B,4,,novel_mic,7.390958e-05,chr18_+_54877098_54877102,ENSG00000041353,1.8239697498855016,6.966366250479104,0.070103448319206,0.00047611565
putative_microexon_000907810,chr14,+,101762970,101779761,101779765,101856685,PPP2R5C,4,,novel_mic,6.991606e-06,chr14_+_101779761_101779765,ENSG00000078304,4.23211346057621,8.678579115665348,0.0670287357402387,0.00012105782
putative_microexon_000908773,chr17,-,62744758,62759834,62744525,62744755,MARCH10,3,,novel_mic,1.5418537e-06,chr17_-_62744755_62744758,ENSG00000173838,3.652115010988365,9.460921594003064,0.0669022988181443,0.00020104558
putative_microexon_000272446,chr3,-,64224909,64444482,64198967,64224905,PRICKLE2,4,,novel_mic,1.7874183e-06,chr3_-_64224905_64224909,ENSG00000163637,0.0891881733058356,8.905129091297944,0.2376206888249893,0.00044043554
putative_microexon_000272939,chr5,-,71038942,71059689,71035684,71038918,GTF2H2,24,,novel_mic,9.204086e-06,chr5_-_71038918_71038942,ENSG00000145736,5.752042232999783,9.33190501304582,0.2373385419887199,0.0011637172
putative_microexon_000881714,chr1,+,173869120,173869743,173869746,173870199,ZBTB37,3,,novel_mic,7.558275e-06,chr1_+_173869743_173869746,ENSG00000185278,3.704284496446373,5.892950859255822,0.0705287356776634,0.0009293553
putative_microexon_000215882,chr5,-,134612477,134612690,134609674,134612453,SAR1B,24,,novel_mic,0.0020128943,chr5_-_134612453_134612477,ENSG00000152700,2.663462424652243,10.567103914447587,0.2750156245941373,0.008305525
putative_microexon_000161703,chr9,-,108896900,108896952,108896644,108896890,ELP1,10,,novel_mic,9.662986e-06,chr9_-_108896890_108896900,ENSG00000070061,0.9224462255375429,5.489562243519604,0.3230674182198251,0.0019344828
putative_microexon_000161755,chr6,+,70857030,70857126,70857129,70857921,SMAP1,3,,novel_mic,0.00013531212,chr6_+_70857126_70857129,ENSG00000112305,1.709014527266809,5.800298824625148,0.3230114935779537,0.0032318225
putative_microexon_000162058,chr17,+,45137830,45137891,45137912,45137922,ACBD4,21,,novel_mic,0.00020051622,chr17_+_45137891_45137912,ENSG00000181513,5.992609241112984,5.630566612446825,0.3227037038030743,0.0030891662
putative_microexon_000380023,chr8,-,134674907,134712844,134657737,134674888,ZFAT,19,,novel_mic,0.00014797569,chr8_-_134674888_134674907,ENSG00000066827,6.938124657324216,5.605291090344844,0.1864385022458067,0.0026512558
putative_microexon_000324616,chr5,-,27028834,27121041,26988382,27028830,CDH9,4,,novel_mic,0.00010138321,chr5_-_27028830_27028834,ENSG00000113100,3.0304456988100363,6.167136290917265,0.2104540218976487,0.00179793
putative_microexon_001713463,chr9,+,88426591,88445252,88445279,88448940,SPIN1,27,,novel_mic,0.002731932,chr9_+_88445252_88445279,ENSG00000106723,3.656491425570188,6.88708006967824,0.0077743589884052,0.113094136
putative_microexon_001520473,chr10,+,35250626,35455867,35455871,35501500,CCNY,4,,novel_mic,5.9678173e-06,chr10_+_35455867_35455871,ENSG00000108100,0.9224980909434404,5.9835233818354725,0.016017241485085,0.00032588633
putative_microexon_001544776,chr4,-,86351210,86593909,86031431,86351205,MAPK10,5,,novel_mic,3.6410617e-07,chr4_-_86351205_86351210,ENSG00000109339,0.9428906354838636,8.347518499340195,0.0148390805069089,0.00023461583
putative_microexon_000575566,chr22,-,35958195,36028239,35938897,35958191,RBFOX2,4,,novel_mic,4.275772e-07,chr22_-_35958191_35958195,ENSG00000100320,3.4823637683384585,7.797632219989796,0.126477011537645,0.00092999666
putative_microexon_000016525,chrX,-,109691408,109733138,109683372,109691405,ACSL4,3,,novel_mic,0.00069174095,chrX_-_109691405_109691408,ENSG00000068366,0.1327669324207722,6.489274836777708,0.7736839075230233,0.011030156
putative_microexon_000726417,chr5,-,868606,870472,865581,868602,BRD9,4,,novel_mic,4.5302086e-06,chr5_-_868602_868606,ENSG00000028310,3.82376872536423,7.878956672243344,0.0950862069824314,5.9948605e-05
putative_microexon_000753154,chr11,-,46007172,46076753,45979966,46007165,PHF21A,7,,novel_mic,1.7726599e-07,chr11_-_46007165_46007172,ENSG00000135365,0.7126206129902313,7.530673214170532,0.0903885711583175,0.0005607872
putative_microexon_000734605,chr10,+,125841330,125849871,125849875,125853124,BCCIP,4,,novel_mic,0.00013097396,chr10_+_125849871_125849875,ENSG00000107949,4.562329567990444,5.179097643666692,0.093632183696716,0.00078022026
putative_microexon_000735728,chr17,-,19863348,19864802,19849774,19863329,ULK2,19,,novel_mic,0.103440836,chr17_-_19863329_19863348,ENSG00000083290,5.950987959278601,10.169006710521083,0.0934331550930233,0.024183186
putative_microexon_000757725,chr2,-,9547076,9555508,9527954,9547073,ADAM17,3,,novel_mic,1.644858e-05,chr2_-_9547073_9547076,ENSG00000151694,4.384249549677297,6.595796224915796,0.0895977013191775,0.0002973316
putative_microexon_000760327,chr12,+,96554802,96560328,96560331,96564467,CFAP54,3,,novel_mic,0.0039993264,chr12_+_96560328_96560331,ENSG00000188596,0.7740639433986399,7.19599346320882,0.0891609193239329,0.012044425
putative_microexon_000760985,chr4,-,86435303,86593909,86031431,86435278,MAPK10,25,,novel_mic,2.174345e-08,chr4_-_86435278_86435303,ENSG00000109339,1.0519246045084298,6.987344860539003,0.0890518140223919,7.622645e-05
putative_microexon_000023820,chr5,-,132703688,132710958,132703619,132703685,KIF3A,3,,novel_mic,8.660052e-06,chr5_-_132703685_132703688,ENSG00000131437,2.1869122809146337,8.8784602172727,0.6941264376737413,0.0006528069
putative_microexon_000026988,chr17,+,57627303,57650649,57650673,57652098,MSI2,24,,novel_mic,0.99742496,chr17_+_57650649_57650673,ENSG00000153944,9.66702060446,7.443137996526567,0.6656562493359767,0.25831118
putative_microexon_000027102,chr18,+,24448183,24448902,24448925,24449818,IMPACT,23,,novel_mic,0.011579895,chr18_+_24448902_24448925,ENSG00000154059,9.994609593928176,6.436990633260832,0.664732984451855,0.01772625
putative_microexon_001513005,chr10,+,123009067,123015645,123015649,123034355,ACADSB,4,,novel_mic,4.2885767e-05,chr10_+_123015645_123015649,ENSG00000196177,0.2122369042226045,6.353738405382133,0.0163793103794845,0.0005410072
putative_microexon_001535671,chr17,+,28662342,28663855,28663875,28673370,SUPT6H,20,,novel_mic,7.7484765e-07,chr17_+_28663855_28663875,ENSG00000109111,1.436211018284738,5.5904099433560175,0.0152765957624998,0.000113787486
putative_microexon_001536308,chr4,-,121679579,121696580,121678494,121679576,ANXA5,3,,novel_mic,5.187825e-05,chr4_-_121679576_121679579,ENSG00000164111,0.6865607643954337,8.394912539714692,0.0152471265688688,0.0006176243
putative_microexon_001538099,chr9,+,89319797,89322041,89322045,89325547,SECISBP2,4,,novel_mic,0.00021091322,chr9_+_89322041_89322045,ENSG00000187742,0.1845702820052507,7.982613375026591,0.0151609195009591,0.0020019847
putative_microexon_001601807,chrX,+,15791013,15799573,15799597,15799871,ZRSR2,24,,novel_mic,8.9775254e-05,chrX_+_15799573_15799597,ENSG00000169249,2.105716051266008,5.397415546429756,0.0122760416652454,0.0011454261
putative_microexon_001704663,chr3,+,66346408,66353199,66353203,66362859,SLC25A26,4,,novel_mic,1.5750601e-06,chr3_+_66353199_66353203,ENSG00000144741,3.2695598277930564,6.6000487114052895,0.0081091955298793,0.00067545165
putative_microexon_001382491,chr12,+,82399394,82399622,82399639,82402982,METTL25,17,,novel_mic,4.1115486e-06,chr12_+_82399622_82399639,ENSG00000127720,1.3234179175685303,8.779843135135424,0.023529729758062,0.0005164933
putative_microexon_001383342,chr5,-,113102168,113104191,113101945,113102160,MCC,8,,novel_mic,0.00061533257,chr5_-_113102160_113102168,ENSG00000171444,9.387930021882012,8.87834018121798,0.0234772724831021,0.0066052536
putative_microexon_000315305,chr10,-,49078516,49085954,49077326,49078491,VSTM4,25,,novel_mic,0.048769098,chr10_-_49078491_49078516,ENSG00000165633,8.654851060818064,8.077039848725997,0.2149067363186638,0.088555396
putative_microexon_000227505,chr7,+,38178420,38199227,38199231,38207446,STARD3NL,4,,novel_mic,4.913345e-07,chr7_+_38199227_38199231,ENSG00000010270,0.9299823452943964,8.977968008841875,0.2663448271917008,0.000111365356
putative_microexon_000172061,chr9,+,65698561,65702856,65702866,65720040,CBWD5,10,,novel_mic,0.00025536455,chr9_+_65702856_65702866,ENSG00000147996,8.44129968873513,6.571366794511985,0.3126629215960778,0.016798345
putative_microexon_000911684,chr7,-,14694756,14698094,14694194,14694752,DGKB,4,,novel_mic,1.9827735e-06,chr7_-_14694752_14694756,ENSG00000136267,3.674896873160125,8.394912539714692,0.0665229885978089,0.00038457554
putative_microexon_000891184,chr2,-,63303388,63313247,63174832,63303382,WDPCP,6,,novel_mic,2.2176355e-06,chr2_-_63303382_63303388,ENSG00000143951,4.622837448073945,9.064092334218763,0.0692413794947253,0.00017840546
putative_microexon_000165899,chr18,+,79277196,79375382,79375393,79377889,ATP9B,11,,novel_mic,0.03313116,chr18_+_79375382_79375393,ENSG00000166377,0.2059596474013099,8.726968498338673,0.3188324029844868,0.07890299
putative_microexon_000168271,chr10,-,116978192,117048444,116968712,116978166,SHTN1,26,,novel_mic,0.012556533,chr10_-_116978166_116978192,ENSG00000187164,5.095194380152252,11.013448855939624,0.3164536084754142,0.014562441
putative_microexon_000219999,chr10,+,91942568,91945512,91945521,91951402,BTAF1,9,,novel_mic,0.008919274,chr10_+_91945512_91945521,ENSG00000095564,5.808052189052748,8.311550650987137,0.2719378537829902,0.04163701
putative_microexon_000223316,chr8,+,70707153,70729104,70729107,70733795,XKR9,3,,novel_mic,6.419019e-05,chr8_+_70729104_70729107,ENSG00000221947,1.89797227521622,5.062237621974882,0.269425289259806,0.0005506972
putative_microexon_000372969,chr7,-,107543309,107548110,107527357,107543286,COG5,23,,novel_mic,0.062474716,chr7_-_107543286_107543309,ENSG00000164597,5.971115962514635,9.428638747339246,0.1892565448338126,0.05527568
putative_microexon_000375362,chr12,+,133081072,133083312,133083316,133083486,ZNF140,4,,novel_mic,5.948907e-06,chr12_+_133083312_133083316,ENSG00000196387,1.6301839431762415,8.977968008841875,0.1882643684685958,0.0007370899
putative_microexon_000376093,chr17,-,30786998,30792439,30786031,30786993,CRLF3,5,,novel_mic,0.00013542248,chr17_-_30786993_30786998,ENSG00000176390,0.9684109879957374,6.344666750486235,0.1879770116266345,0.00065109256
putative_microexon_001710291,chr18,-,6377126,6415000,6312056,6377122,L3MBTL4,4,,novel_mic,4.288789e-06,chr18_-_6377122_6377126,ENSG00000154655,0.4403944564626929,7.441521981612196,0.0078965518095038,0.0003603909
putative_microexon_001711097,chr16,+,7518389,7592451,7592455,7597370,RBFOX1,4,,novel_mic,0.00012842339,chr16_+_7592451_7592455,ENSG00000078328,0.1130605343779488,9.25272479003378,0.0078678161057044,0.00033117726
putative_microexon_001387412,chr2,+,137451023,137481189,137481195,137563220,THSD7B,6,,novel_mic,9.980556e-05,chr2_+_137481189_137481195,ENSG00000144229,4.409223824640959,7.514162952634297,0.0232356322960039,0.0034925714
putative_microexon_001362771,chr2,+,172922300,172950063,172950078,172961121,RAPGEF4,15,,novel_mic,0.00075205776,chr2_+_172950063_172950078,ENSG00000091428,8.126822515120555,8.022881776791067,0.0247267760302047,0.005260997
putative_microexon_001654029,chr20,-,42201589,42248686,42199388,42201580,PTPRT,9,,novel_mic,8.3192994e-05,chr20_-_42201580_42201589,ENSG00000196090,2.182738944885075,6.8443564332105264,0.0100960452208232,0.0018804845
putative_microexon_001606683,chr6,-,111864024,111872967,111720062,111864021,FYN,3,,novel_mic,4.748418e-07,chr6_-_111864021_111864024,ENSG00000010810,2.480136729798148,6.233342093419161,0.0120689655304886,6.9099886e-05
putative_microexon_001507415,chr5,+,7789800,7793337,7793340,7802217,ADCY2,3,,novel_mic,0.00041152842,chr5_+_7793337_7793340,ENSG00000078295,1.9496840028511169,5.169368526606268,0.0166494252746282,0.0004702059
putative_microexon_001509928,chr1,-,41119523,41142877,41075451,41119519,SCMH1,4,,novel_mic,1.0094868e-06,chr1_-_41119519_41119523,ENSG00000010803,1.434629777280839,9.312249803452076,0.0165287356358021,0.0006105173
putative_microexon_000571477,chr10,+,115519324,115539322,115539336,115549457,ATRNL1,14,,novel_mic,2.2275268e-05,chr10_+_115539322_115539336,ENSG00000107518,6.930635387718647,10.76634244171575,0.1274945061055145,0.0017390539
putative_microexon_000571716,chr10,+,22345818,22364698,22364702,22364852,SPAG6,4,,novel_mic,0.0010595052,chr10_+_22364698_22364702,ENSG00000077327,8.22591505232395,5.602142897211432,0.1274367821624973,0.010641511
putative_microexon_000028893,chrX,-,53686191,53686269,53680186,53686165,HUWE1,26,,novel_mic,0.0026024845,chrX_-_53686165_53686191,ENSG00000086758,1.7471229907484145,9.1577319256299,0.6500773198504155,0.053397134
putative_microexon_000029600,chr7,-,103482834,103482872,103472908,103482830,RELN,4,,novel_mic,3.8189322e-05,chr7_-_103482830_103482834,ENSG00000189056,8.133650448403733,5.131796103997186,0.6445114954385436,0.0030850996
putative_microexon_000031236,chr8,+,32760406,32763727,32763747,32854327,NRG1,20,,novel_mic,4.418283e-05,chr8_+_32763727_32763747,ENSG00000157168,3.3711622796449925,9.801805753586658,0.6328085115640127,0.002248059
putative_microexon_000755272,chr12,-,23722325,23734683,23665564,23722322,SOX5,3,,novel_mic,0.0007151237,chr12_-_23722322_23722325,ENSG00000134532,4.282878167759382,5.7140609923016825,0.0900114942883976,0.0026512926
putative_microexon_000733829,chr12,+,68611028,68612694,68612701,68659279,RAP1B,7,,novel_mic,3.0735904e-08,chr12_+_68612694_68612701,ENSG00000127314,4.072690949454828,7.6482410441392625,0.0937714283055226,2.4625535e-05
putative_microexon_001905053,chr1,+,74370392,74401833,74401838,74436473,TNNI3K,5,,novel_mic,0.0005664317,chr1_+_74401833_74401838,ENSG00000116783,2.9826220570841584,5.383046623709159,0.4365172408910565,0.0028257752
putative_microexon_001930527,chr22,-,38316664,38336607,38314169,38316656,CSNK1E,8,,novel_mic,0.0013292232,chr22_-_38316656_38316664,ENSG00000213923,2.791420296630609,6.141689189703025,0.444335227900989,0.0018364203
putative_microexon_001257555,chr7,-,96656456,96709687,96506698,96656440,SEM1,16,,novel_mic,6.9064095e-07,chr7_-_96656440_96656456,ENSG00000127922,1.3953185069234424,8.066228573809568,0.0318858698048406,0.00014294097
putative_microexon_001776427,chr8,-,118407836,118580714,118379700,118407831,SAMD12,5,,novel_mic,1.6269248e-06,chr8_-_118407831_118407836,ENSG00000177570,6.915189569886655,7.797632219989796,0.0054195402671807,0.00016965566
putative_microexon_001776788,chr10,-,47522719,47522865,47520567,47522695,AGAP9,24,,novel_mic,0.9045635,chr10_-_47522695_47522719,ENSG00000204172,7.539898811246607,10.858313101356435,0.0054062500718525,0.40469936
putative_microexon_001212458,chr8,-,70242518,70296743,70216764,70242492,NCOA2,26,,novel_mic,0.05321274,chr8_-_70242492_70242518,ENSG00000140396,11.471016811152674,10.567103914447587,0.0353865982303347,0.017296601
putative_microexon_001166152,chr10,+,97751462,97751922,97751926,97753037,ZFYVE27,4,,novel_mic,3.596543e-06,chr10_+_97751922_97751926,ENSG00000155256,8.460632334823941,6.493020541293271,0.0392643678170661,0.00030052525
putative_microexon_001169595,chr4,+,147879338,147880883,147880886,147881837,ARHGAP10,3,,novel_mic,4.5207995e-05,chr4_+_147880883_147880886,ENSG00000071205,0.8253302440092297,8.236195296327901,0.0389712642297555,0.0019807948
putative_microexon_001114624,chr17,+,54915862,54918491,54918496,54930072,TOM1L1,5,,novel_mic,4.211685e-06,chr17_+_54918491_54918496,ENSG00000141198,0.9325236877085306,10.064665531230562,0.0438908046819323,0.00014784833
putative_microexon_000945775,chr2,-,174946504,175005205,174812482,174946479,CHN1,25,,novel_mic,9.399318e-07,chr2_-_174946479_174946504,ENSG00000128656,5.330388062927144,9.064092334218763,0.062186528704795,0.0032131458
putative_microexon_000074851,chr1,+,237761028,237762893,237762911,237770806,RYR2,18,,novel_mic,0.24450006,chr1_+_237762893_237762911,ENSG00000198626,7.09136052721749,5.803994485594839,0.4584247317116317,0.23983711
putative_microexon_000075544,chr3,-,47977959,47998637,47977933,47977956,MAP4,3,,novel_mic,4.689608e-06,chr3_-_47977956_47977959,ENSG00000047849,0.4874943401912767,6.191146036598756,0.4568505742059935,0.00056037604
putative_microexon_000075726,chr5,-,77437335,77438239,77436394,77437313,WDR41,22,,novel_mic,0.00016524181,chr5_-_77437313_77437335,ENSG00000164253,4.551080096967028,5.637925613643702,0.45638947349201,0.0048713246
putative_microexon_000076624,chr1,+,147242830,147268878,147268885,147275353,CHD1L,7,,novel_mic,6.4491195e-07,chr1_+_147268878_147268885,ENSG00000131778,0.6623842131466484,7.229048371393455,0.4542857147161183,0.00026025713
putative_microexon_000123049,chr6,+,128883357,129009913,129009923,129049917,LAMA2,10,,novel_mic,0.00011427963,chr6_+_129009913_129009923,ENSG00000196569,8.092085638546196,8.68006700219329,0.3698932581569403,0.0017849188
putative_microexon_000100510,chr12,-,112053707,112054387,112053657,112053703,NAA25,4,,novel_mic,0.00070376415,chr12_-_112053703_112053707,ENSG00000111300,1.5979752560971003,8.065236294774634,0.405689655391007,0.06130254
putative_microexon_000100702,chr1,-,113719896,113726417,113713438,113719875,PHTF1,21,,novel_mic,0.027332308,chr1_-_113719875_113719896,ENSG00000116793,4.749183124445957,8.591316470156618,0.4053174624288523,0.09155189
putative_microexon_000121281,chr4,-,53542086,53573622,53508227,53542060,LNX1,26,,novel_mic,0.82832956,chr4_-_53542060_53542086,ENSG00000072201,5.618858499040741,8.829153191215111,0.3724587626098751,0.18988052
putative_microexon_000947499,chrX,-,111302567,111312641,111301743,111302564,DCX,3,,novel_mic,1.4729482e-05,chrX_-_111302564_111302567,ENSG00000077279,3.676097240545335,7.65635738324825,0.0619712645768712,0.0014250937
putative_microexon_001109199,chr7,+,129611824,129649280,129649283,129657345,NRF1,3,,novel_mic,2.3989807e-07,chr7_+_129649280_129649283,ENSG00000106459,1.8652207748845613,8.623184449984832,0.0443965519815897,0.00015619415
putative_microexon_001162467,chr11,+,90152484,90171439,90171453,90191557,NAALAD2,14,,novel_mic,0.00026620008,chr11_+_90171439_90171453,ENSG00000077616,0.4246985634514071,7.308951575758379,0.03957692318555,0.000533449
putative_microexon_001164956,chr1,+,46303820,46304044,46304049,46309100,UQCRH,5,,novel_mic,0.0001262217,chr1_+_46304044_46304049,ENSG00000173660,1.9399674258924129,5.131796103997186,0.0393620690085989,0.0055607334
putative_microexon_001781201,chr6,+,44219782,44223251,44223254,44229389,SLC29A1,3,,novel_mic,0.0001003948,chr6_+_44223251_44223254,ENSG00000112759,0.0232738194195147,5.305119786429718,0.0052413793304806,0.001267268
