event	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	geneName	lengthDiff	label
HsaEX1022816	chr6	-	136601043	136601801	136592615	136601021	MAP3K5	21	nd
HsaEX1005290	chr14	-	92073537	92080964	92071054	92073531	ATXN3	5	nd
HsaEX1037189	chr11	+	22370189	22370773	22370795	22374754	SLC17A6	21	
HsaEX1012719	chr3	-	129402282	129402522	129401852	129402258	EFCAB12	23	
HsaEX0033112	chr6	+	73120578	73124485	73124513	73133420	KCNQ5	27	hi
HsaEX0046486	chr16	+	14998406	15001775	15001789	15006393	PDXDC1	13	nd
HsaEX1031505	chr2	+	85595850	85596726	85596735	85596821	RNF181	8	nd
HsaEX6090301	chr10	-	104046774	104047738	104045794	104046746	COL17A1	27	
HsaEX1030708	chr10	-	43198741	43198932	43198196	43198719	RASGEF1A	21	
HsaEX1040740	chr15	+	71256716	71310670	71310675	71411686	THSD4	4	nd
HsaEX1004681	chr3	+	97785050	97785759	97785783	97787989	ARL6	23	
HsaEX1044445	chr1	-	32624289	32627507	32621949	32624262	ZBTB8OS	26	
HsaEX1045794	chr7	+	139412581	139416847	139416857	139417537	LUC7L2	9	
HsaEX1022049	chr5	-	1485094	1488390	1483487	1485090	LPCAT1	3	nd
HsaEX1008738	chr7	+	29122643	29127406	29127411	29145853	CHN2	4	lo
HsaEX0016570	chrX	+	108615025	108618813	108618823	108620258	COL4A5	9	nd
HsaEX1012178	chr7	-	111807900	111808816	111807595	111807895	DOCK4	4	
HsaEX1025940	chr1	-	119976353	119986959	119969745	119976349	NOTCH2	3	nd
HsaEX0050343	chr10	+	13587150	13614071	13614087	13616397	RP11-295P9.13	15	
HsaEX0023859	chr9	+	93529581	93530710	93530732	93532154	FAM120A	21	
HsaEX7006120	chr11	-	66858357	66860262	66858270	66858335	PC	21	
HsaEX0002785	chr7	+	31078099	31080612	31080634	31081712	ADCYAP1R1	21	hi
HsaEX0014898	chr16	+	66961390	66963065	66963085	66963178	CES3	19	
HsaEX0033129	chr1	-	196273489	196280859	196258495	196273467	KCNT2	21	lo
HsaEX1024716	chr19	+	50223350	50224823	50224829	50225584	MYH14	5	nd
HsaEX1023423	chr12	+	95476179	95476441	95476448	95483214	METAP2	6	nd
HsaEX6007767	chr7	+	36425741	36426014	36426037	36449664	ANLN	22	nd
HsaEX0065098	chr9	+	79606231	79654058	79654076	79671208	TLE4	17	
HsaEX0050205	chr14	-	29656500	29663698	29638905	29656475	PRKD1	24	ot
HsaEX1024486	chr8	-	17308019	17309276	17305958	17307996	MTMR7	22	
HsaEX0003157	chr1	+	1051816	1051992	1052017	1053460	AGRN	24	hi
HsaEX1029910	chr12	-	56666209	56670274	56664801	56666203	PTGES3	5	nd
HsaEX0067103	chr8	-	27290179	27294079	27289281	27290155	TRIM35	23	nd
HsaEX1003292	chr19	-	15398409	15398629	15397856	15398405	AKAP8L	3	nd
HsaEX1043393	chr1	+	212961255	212961369	212961375	212972579	VASH2	5	nd
HsaEX7007194	chr12	-	55971768	55973209	55971110	55971744	PMEL	23	
HsaEX1045324	chr19	-	52001796	52001810	51994839	52001780	ZNF615	15	
HsaEX0043771	chr7	-	108237770	108239958	108234689	108237751	NRCAM	18	hi
HsaEX1005723	chr4	+	78868067	78869992	78870020	78870782	BMP2K	27	
HsaEX6073494	chr15	-	31029392	31030982	31028477	31029370	TRPM1	21	nd
HsaEX6028721	chr1	-	16976924	16977108	16976795	16976896	MFAP2	27	nd
HsaEX1038643	chr1	+	217862857	217865044	217865072	217866877	SPATA17	27	
HsaEX6007551	chr7	-	26854163	26854784	26844138	26854136	SKAP2	26	nd
HsaEX1008903	chr1	+	16048421	16048503	16048515	16050515	CLCNKB	11	
HsaEX6017987	chr2	+	205752976	205766782	205766804	205792234	NRP2	21	nd
HsaEX1034256	chr14	-	49862657	49862700	49862644	49862644	RP11-596C23.6	12	
HsaEX0012269	chr2	+	44707463	44709328	44709332	44715286	CAMKMT	3	nd
HsaEX1002566	chr2	+	65239963	65242048	65242064	65246523	ACTR2	15	ot
HsaEX0040550	chrX	+	150699301	150712341	150712366	150718624	MTMR1	24	lo
HsaEX0056076	chr15	+	33801962	33807554	33807570	33810478	RYR3	15	
HsaEX0036724	chr2	+	237756188	237757455	237757483	237758728	LRRFIP1	27	
HsaEX1003760	chr9	-	38597569	38601130	38596404	38597544	ANKRD18A	24	hi
HsaEX1001467	chr10	-	114560901	114571296	114547777	114560897	ABLIM1	3	nd
HsaEX0050092	chr1	+	84175057	84175798	84175808	84179176	PRKACB	9	hi
HsaEX1036867	chr22	+	50695049	50696903	50696915	50697243	SHANK3	11	
HsaEX0021507	chr1	-	52916489	52921397	52911791	52916464	ECHDC2	24	nd
HsaEX0027507	chr17	-	29578989	29581337	29578780	29578961	GIT1	27	hi
HsaEX0016443	chr5	-	178259748	178261721	178257568	178259720	COL23A1	27	nd
HsaEX0015276	chr12	+	101717395	101719489	101719517	101720122	CHPT1	27	hi
HsaEX1023266	chr12	-	116054475	116096668	116022602	116054471	MED13L	3	nd
HsaEX0051112	chr9	-	8527354	8528590	8526645	8527344	PTPRD	9	hi
HsaEX6010729	chr7	-	137444103	137463488	137412208	137444076	DGKI	26	nd
HsaEX0006131	chr22	-	19976724	19977414	19975758	19976705	ARVCF	18	hi
HsaEX6053083	chrX	+	119574982	119575374	119575401	119581506	UBE2A	26	nd
HsaEX0022169	chr11	+	107650404	107650884	107650909	107654171	ELMOD1	24	nd
HsaEX1039817	chr12	+	78977932	79045815	79045827	79047296	SYT1	11	nd
HsaEX0043871	chr14	+	78803824	78810317	78810345	78957241	NRXN3	27	
HsaEX1009429	chr2	-	227025811	227027901	227022174	227025801	COL4A4	9	nd
HsaEX1041603	chr7	-	22813377	22817999	22813186	22813372	TOMM7	4	nd
HsaEX1016294	chr1	-	109737433	109737459	109737416	109737429	GSTM3	3	
HsaEX6026921	chr22	+	39571125	39587742	39587752	39598168	CACNA1I	9	nd
HsaEX1029223	chr14	+	101762971	101774404	101774408	101818991	PPP2R5C	3	
HsaEX1015547	chr12	-	109942856	109945259	109939248	109942841	GIT2	14	nd
HsaEX0015472	chr2	-	121401871	121402594	121401673	121401867	CLASP1	3	nd
HsaEX0025485	chr1	+	161707473	161710474	161710493	161710759	FCRLA	18	
HsaEX6091413	chr19	+	991352	991954	992122	994019	WDR18	21	nd
HsaEX0024533	chrX	-	153598303	153598961	153596188	153598290	FAM58A	12	nd
HsaEX0003978	chr1	-	114693448	114695449	114688742	114693435	AMPD1	12	
HsaEX0000367	chrX	-	75114633	75114753	75112973	75114620	ABCB7	12	
HsaEX1013603	chr4	+	55883929	55884847	55884872	55890222	EXOC1	24	
HsaEX1018615	chr1	-	35457771	35460304	35456242	35457763	KIAA0319L	7	nd
HsaEX0034389	chr6	-	17898181	17987053	17873438	17898167	KIF13A	13	nd
HsaEX1019163	chr3	-	160547959	160565213	160536841	160547955	KPNA4	3	nd
HsaEX1042097	chr20	-	35044266	35044504	35035309	35044261	TRPC4AP	4	nd
HsaEX1001916	chr2	-	170349852	170350461	170344934	170349837	AC012594.1	14	
HsaEX1043179	chr1	-	55126716	55129476	55125759	55126712	USP24	3	nd
HsaEX1014845	chr7	+	114630006	114630610	114630614	114631527	FOXP2	3	nd
HsaEX6036553	chr1	+	209759135	209763067	209763093	209772953	TRAF3IP3	25	
HsaEX0004127	chr4	+	113311400	113313683	113313696	113317706	ANK2	12	hi
HsaEX6097924	chr5	-	39139253	39141094	39138692	39139232	FYB	20	nd
HsaEX6091010	chr10	-	125797426	125798064	125796189	125797411	UROS	14	nd
HsaEX1013499	chr15	-	76283951	76285636	76283826	76283947	ETFA	3	nd
HsaEX0026754	chr6	-	29629108	29630457	29627647	29629086	GABBR1	21	ot
HsaEX0024131	chr11	-	73425049	73430689	73420000	73425021	FAM168A	27	hi
HsaEX1026596	chr11	-	132435186	132436085	132420294	132435158	OPCML	27	
HsaEX0020591	chr7	-	111784124	111784383	111783953	111784096	DOCK4	27	ot
HsaEX0049362	chr1	+	203061033	203061651	203061679	203063827	PPFIA4	27	hi
HsaEX1043759	chr14	-	100335634	100337061	100335037	100335629	WARS	4	nd
HsaEX1017912	chr4	-	184472524	184474378	184449051	184472520	IRF2	3	nd
HsaEX1031091	chr17	-	82051017	82051293	82050765	82050926	RFNG	5	nd
HsaEX0024466	chr13	-	37026817	37028147	37026237	37026789	SUPT20H	27	nd
HsaEX1002534	chr7	-	5529401	5530523	5528720	5529387	ACTB	13	nd
HsaEX7106565	chr12	-	47758567	47765068	47758079	47758550	RAPGEF3	16	
HsaEX6029768	chr1	+	32200901	32204597	32204621	32205193	CCDC28B	23	nd
HsaEX1012191	chr1	-	62577788	62578827	62577364	62577761	DOCK7	26	
HsaEX0041434	chr13	-	32538685	32538749	32537028	32538682	N4BP2L2	2	hi
HsaEX6100475	chr5	+	148312545	148313373	148313400	148314099	SPINK7	26	
HsaEX1035890	chr19	+	38442454	38442602	38442624	38443557	RYR1	21	hi
HsaEX1014748	chr3	+	172133547	172133642	172133650	172186711	FNDC3B	7	nd
HsaEX6075723	chr15	-	73563258	73570149	73561971	73563235	NPTN	22	nd
HsaEX0070271	chr1	-	107688407	107704549	107683534	107688380	VAV3	26	nd
HsaEX1038054	chr2	-	130154785	130155095	130154483	130154781	SMPD4	3	nd
HsaEX1026152	chr5	-	111754328	111755769	111735508	111754313	NREP	14	nd
HsaEX1013187	chr12	+	131979794	131979997	131980001	131981488	EP400	3	nd
HsaEX1002936	chr10	+	74151344	74169921	74169946	74200763	ADK	24	
HsaEX0025599	chr6	+	37026209	37026304	37026326	37027428	FGD2	21	
HsaEX1028067	chr18	-	62055020	62072672	62045980	62055007	PIGN	12	nd
HsaEX6031310	chr1	-	62561635	62563863	62559221	62561616	DOCK7	18	nd
HsaEX1005957	chr5	+	181054141	181054238	181054260	181055200	BTNL9	21	
HsaEX0041001	chr3	-	123735417	123737377	123734223	123735397	MYLK	19	nd
HsaEX6027490	chr22	-	50278272	50278439	50278265	50278265	PLXNB2	6	
HsaEX1013410	chr17	-	64055442	64055674	64054829	64055416	ERN1	25	
HsaEX0043113	chr16	+	57061702	57062158	57062174	57065211	NLRC5	15	nd
HsaEX7007899	chr14	-	21263337	21263666	21262980	21263310	HNRNPC	26	
HsaEX1019124	chr12	-	49036018	49037124	49034936	49035997	KMT2D	20	
HsaEX6041899	chr16	-	2716527	2720114	2715881	2716499	PRSS27	27	nd
HsaEX1037782	chr3	-	133936327	133938428	133935898	133936027	SLCO2A1	7	
HsaEX0013021	chr17	+	81667863	81670001	81670029	81670224	CCDC137	27	
HsaEX0051216	chr19	-	5256120	5258016	5246046	5256107	PTPRS	12	hi
HsaEX0050899	chr19	+	49851097	49852059	49852068	49854405	PTOV1	8	nd
HsaEX1042983	chr17	-	75840051	75840224	75839943	75840032	UNC13D	18	
HsaEX0041369	chr1	-	58690250	58690339	58689117	58690225	MYSM1	24	nd
HsaEX0066314	chr1	-	201372042	201373118	201368228	201372026	TNNT2	15	nd
HsaEX0026855	chr17	-	75758373	75758448	75758128	75758359	GALK1	13	
HsaEX1026285	chr1	+	107395479	107403639	107403646	107430749	NTNG1	6	nd
HsaEX1031448	chr5	-	180038993	180040452	180013312	180038989	RNF130	3	nd
HsaEX0035844	chr2	+	108680771	108680968	108680975	108683884	LIMS1	6	nd
HsaEX1027200	chr2	-	70072553	70085546	70051306	70072548	PCBP1-AS1	4	nd
HsaEX1006663	chrX	+	15776870	15781023	15781050	15782484	CA5B	26	
HsaEX1026175	chr11	-	9003390	9003761	8988283	9003383	NRIP3	6	nd
HsaEX1010865	chr22	-	42129390	42129746	42129186	42129380	CYP2D6	9	nd
HsaEX1042572	chr6	-	35511480	35511647	35511011	35511476	TULP1	3	nd
HsaEX0012296	chr1	+	7747782	7749770	7749792	7751198	CAMTA1	21	hi
HsaEX0037073	chr1	+	219179247	219179399	219179427	219180621	LYPLAL1	27	nd
HsaEX0047259	chr9	+	128936646	128937756	128937779	128940368	PHYHD1	22	ot
HsaEX6047448	chr6	+	44173034	44179618	44179631	44183118	CAPN11	12	
HsaEX1034492	chr4	+	99288786	99290936	99290949	99300298	RP11-696N14.1	12	
HsaEX0027631	chr1	-	53526354	53529790	53524888	53526346	GLIS1	7	hi
HsaEX0016341	chr1	-	31695788	31696087	31695222	31695760	COL16A1	27	nd
HsaEX1005916	chr10	+	91942569	91943825	91943844	91945463	BTAF1	18	
HsaEX1028933	chr1	+	167412305	167412931	167412947	167413025	POU2F1	15	
HsaEX0027078	chr13	-	113848051	113863574	113846590	113848025	GAS6	25	nd
HsaEX0060245	chr6	+	70791770	70797816	70797832	70798656	SMAP1	15	hi
HsaEX1043103	chr19	+	17216323	17217674	17217685	17218363	USE1	10	nd
HsaEX0002597	chr15	+	83970638	83971678	83971682	83982272	ADAMTSL3	3	
HsaEX1046577	chr1	+	109659111	109670174	109670186	109674746	GSTM4	11	nd
HsaEX1031348	chr8	-	86506781	86506994	86488640	86506777	RMDN1	3	nd
HsaEX1006427	chr6	+	31982390	31982496	31982504	31982717	C4A	7	
HsaEX0005109	chr3	+	49678950	49679592	49679645	49680540	APEH	24	nd
HsaEX1039788	chr21	-	32634885	32638907	32631802	32634860	SYNJ1	24	hi
HsaEX1025643	chr2	-	232881515	232882185	232881251	232881501	NGEF	13	nd
HsaEX1035473	chrX	-	108723028	108732578	108722524	108723001	RP6-24A23.6	26	
HsaEX6003430	chr11	+	68041389	68041752	68041765	68042642	TCIRG1	12	
HsaEX1009065	chr16	+	3501090	3502079	3502085	3504719	CLUAP1	5	nd
HsaEX6061682	chr9	-	83780405	83784714	83768971	83780381	GKAP1	23	nd
HsaEX1035559	chr18	-	49491834	49492457	49491585	49491819	RPL17	14	nd
HsaEX1001691	chr19	+	56295154	56295958	56295968	56296335	AC006116.20	9	
HsaEX0034416	chr3	+	44801975	44802306	44802329	44802813	KIF15	22	
HsaEX1031270	chr19	-	33020849	33021570	33012725	33020836	RHPN2	12	nd
HsaEX0049338	chr12	-	81312169	81325776	81299383	81312159	PPFIA2	9	ot
HsaEX0035104	chrX	-	153863380	153863476	153862895	153863367	L1CAM	12	hi
HsaEX1004277	chr21	-	25892470	25897572	25891869	25892466	APP	3	nd
HsaEX1044688	chr15	+	40809459	40809686	40809691	40809851	ZFYVE19	4	nd
HsaEX1006207	chr13	-	23897886	23902616	23897007	23897878	C1QTNF9B	7	
HsaEX0060278	chr19	+	10961175	10965306	10965310	10984120	SMARCA4	3	nd
HsaEX1040576	chr13	+	113623287	113629796	113629800	113631622	TFDP1	3	nd
HsaEX6079613	chr8	+	17156854	17184788	17184816	17186330	ZDHHC2	27	nd
HsaEX0034370	chr9	-	114092175	114092332	114092001	114092154	KIF12	20	
HsaEX1041674	chr8	-	94939692	94939859	94930729	94939686	TP53INP1	5	nd
HsaEX1011149	chr12	-	57541373	57546027	57535846	57541363	DCTN2	9	hi
HsaEX1016237	chrX	+	13311089	13311701	13311714	13311832	GS1-600G8.3	12	
HsaEX0031487	chrX	+	1356337	1358860	1358888	1365137	IL3RA	27	nd
HsaEX6006598	chr21	+	45477966	45478326	45478354	45479901	COL18A1	27	nd
HsaEX1018487	chr12	-	109472486	109477259	109469729	109472481	KCTD10	4	nd
HsaEX0060838	chr20	+	45835117	45840447	45840459	45840638	SNX21	11	hi
HsaEX6053410	chrX	+	134486531	134490187	134490206	134493507	HPRT1	18	nd
HsaEX1020433	chr11	-	137400	138046	135861	137391	LINC01001	8	nd
HsaEX1032049	chr15	+	50557699	50558622	50558629	50559998	RP11-120K9.2	6	
HsaEX6003982	chr11	-	78778629	78786897	78771139	78778601	TENM4	27	hi
HsaEX1011488	chr19	-	12676502	12677107	12676079	12676491	DHPS	10	nd
HsaEX6083285	chr4	-	2932610	2933105	2932513	2932599	MFSD10	10	
HsaEX7010256	chr19	+	498118	500047	500071	504744	MADCAM1	23	
HsaEX1036742	chr1	+	66643720	66667529	66667542	66670994	SGIP1	12	hi
HsaEX6060868	chr9	-	24544761	24544971	24544282	24544742	IZUMO3	18	
HsaEX1030947	chr1	+	28508906	28511581	28511586	28516724	RCC1	4	nd
HsaEX1013739	chr1	-	50596557	50655441	50596217	50596547	FAF1	9	nd
HsaEX1014273	chr3	+	13609643	13611445	13611452	13613983	FBLN2	6	nd
HsaEX1044503	chr1	+	31346741	31355872	31355876	31364031	ZCCHC17	3	nd
HsaEX0011031	chr4	+	127984424	128011682	128011701	128017362	ABHD18	18	ot
HsaEX1008162	chr11	-	47488786	47488836	47487242	47488782	CELF1	3	nd
HsaEX0050338	chr3	-	93924265	93927249	93910706	93924239	PROS1	25	nd
HsaEX1039459	chr9	+	99960156	99961552	99961566	99967652	STX17	13	nd
HsaEX1034622	chr12	+	9560192	9560293	9560297	9560822	RP11-726G1.1	3	nd
HsaEX0058023	chr1	+	86724406	86730087	86730112	86734601	SH3GLB1	24	hi
HsaEX1034822	chr8	-	141127558	141129637	141126472	141127538	RP11-809O17.1	19	
HsaEX1037354	chr9	-	84310722	84313237	84309715	84310700	SLC28A3	21	
HsaEX1027889	chr11	-	46120541	46120934	46092224	46120528	PHF21A	12	
HsaEX1007611	chr3	-	157150965	157152176	157150382	157150953	CCNL1	11	nd
HsaEX0007643	chr6	-	31538940	31539111	31538856	31538929	DDX39B	10	nd
HsaEX7006180	chr11	-	75215534	75222855	75215251	75215513	CTD-2562J17.4	20	
HsaEX1025036	chr2	+	190673153	190675038	190675046	190685475	NAB1	7	nd
HsaEX1007725	chr11	+	118307309	118308426	118308442	118312617	CD3E	15	
HsaEX1043048	chr13	+	114282128	114282643	114282653	114282836	UPF3A	9	
HsaEX1042519	chr10	-	48283	48614	47439	48114	TUBB8	23	
HsaEX0009954	chr19	+	2097496	2097928	2097956	2098051	IZUMO4	27	nd
HsaEX1046243	chr16	+	30654998	30655204	30655215	30655350	PRR14	10	
HsaEX0028555	chr7	-	50726036	50726911	50703909	50726012	GRB10	23	nd
HsaEX1004379	chr20	+	48994599	48994717	48994729	48995782	ARFGEF2	11	
HsaEX1022626	chrX	+	54814776	54814969	54814994	54815247	MAGED2	24	nd
HsaEX1030323	chr16	+	496860	498940	498944	503003	RAB11FIP3	3	nd
HsaEX6076028	chr15	-	78767593	78768132	78767052	78767378	ADAMTS7	11	nd
HsaEX1017046	chr1	-	244854985	244855423	244854504	244854972	HNRNPU	10	ot
HsaEX1037264	chr17	+	81716051	81716292	81716297	81716811	SLC25A10	4	
HsaEX1036646	chr14	-	99465943	99480727	99465814	99465927	SETD3	15	nd
HsaEX0046490	chrX	-	70289622	70289859	70289594	70289611	PDZD11	10	nd
HsaEX0005148	chr19	+	35877826	35878084	35878109	35878583	APLP1	24	ot
HsaEX1039787	chr16	+	1990202	1991240	1991256	1991973	SYNGR3	15	nd
HsaEX0073662	chr19	+	21167667	21175452	21175475	21182622	ZNF431	22	nd
HsaEX0012545	chrX	-	41622635	41626603	41610026	41622616	CASK	18	ot
HsaEX1043577	chr10	+	69133048	69154208	69154212	69158046	VPS26A	3	nd
HsaEX0037668	chr2	+	101867310	101868028	101868038	101869621	MAP4K4	9	hi
HsaEX1025816	chr19	+	55878965	55879109	55879114	55881469	NLRP4	4	
HsaEX6000659	chr11	-	7698774	7700295	7696800	7698749	OVCH2	24	
HsaEX1021620	chr3	+	146922175	146923300	146923325	146923601	LINC02010	24	
HsaEX0019294	chr8	-	123023740	123024985	123022780	123023712	DERL1	27	nd
HsaEX0041471	chr20	+	20017450	20022455	20022481	20026783	NAA20	25	nd
HsaEX0030349	chr8	+	42997638	43000270	43000277	43002106	HOOK3	6	hi
HsaEX1023404	chr2	+	112013559	112015802	112015810	112019412	MERTK	7	
HsaEX1013756	chrX	-	55147673	55159128	55146312	55147669	FAM104B	3	nd
HsaEX6057541	chr3	+	108642515	108651136	108651163	108662140	DZIP3	26	nd
HsaEX1023917	chr10	+	21538913	21539720	21539724	21586293	MLLT10	3	nd
HsaEX1043147	chr12	+	62302921	62312285	62312310	62314789	USP15	24	nd
HsaEX1011349	chr1	-	197542800	197545921	197541016	197542785	DENND1B	14	nd
HsaEX1036741	chr1	+	66643720	66660512	66660525	66670994	SGIP1	12	hi
HsaEX1045678	chr15	+	66505392	66508708	66508716	66513987	ZWILCH	7	ot
HsaEX1016536	chrX	+	11118621	11119315	11119324	11120906	HCCS	8	nd
HsaEX1028804	chr2	+	74960147	74962080	74962090	74969408	POLE4	9	nd
HsaEX0068526	chr18	+	662321	667740	667753	670691	TYMS	12	nd
HsaEX7001167	chr2	+	58998980	59022955	59022983	59024905	LINC01122	27	
HsaEX6087180	chr4	-	185678823	185775226	185678548	185678795	SORBS2	27	nd
HsaEX7010392	chr19	+	21098911	21109622	21109645	21116806	ZNF714	22	ot
HsaEX1007983	chr17	+	39462287	39463105	39463118	39470881	CDK12	12	
HsaEX1036813	chr3	-	15303683	15332270	15258884	15303673	SH3BP5	9	nd
HsaEX6029789	chr1	+	32274435	32274736	32274761	32274992	LCK	24	
HsaEX1044528	chr12	-	42320026	42322417	42317899	42320022	ZCRB1	3	nd
HsaEX1029904	chr1	-	71009472	71012304	70974389	71009457	PTGER3	14	
HsaEX6068040	chr12	+	80305696	80314304	80314332	80336796	OTOGL	27	nd
HsaEX0039266	chr1	+	66928964	66940027	66940053	66946149	MIER1	25	nd
HsaEX0060619	chr6	-	83614863	83616968	83610678	83614856	SNAP91	6	hi
HsaEX6054164	chr3	+	4658279	4661060	4661088	4662081	ITPR1	27	
HsaEX0009884	chr18	-	33356347	33370049	33348976	33356323	CCDC178	23	
HsaEX1007654	chr12	+	69589688	69590844	69590848	69592058	CCT2	3	nd
HsaEX0058272	chr11	+	117186637	117186989	117187002	117187377	SIDT2	12	hi
HsaEX1027953	chr1	-	113719588	113724758	113713439	113719584	PHTF1	3	nd
HsaEX6085772	chr4	-	108841722	108844518	108838179	108841694	COL25A1	27	nd
HsaEX1032897	chr12	-	48941578	48957309	48941189	48941567	ARF3	10	nd
HsaEX1029902	chr14	+	52315392	52325883	52325902	52327220	PTGER2	18	
HsaEX1014932	chrX	+	12707646	12708940	12708947	12710398	FRMPD4	6	nd
HsaEX1024560	chr1	-	155192706	155192785	155192311	155192686	MUC1	19	
HsaEX0050384	chr12	+	49633548	49633636	49633662	49633885	PRPF40B	25	nd
HsaEX6068481	chr12	-	98782138	98798933	98773180	98782125	ANKS1B	12	nd
HsaEX1005827	chr7	-	140849271	140850110	140834873	140849267	BRAF	3	nd
HsaEX1039900	chrX	+	71375287	71376741	71376757	71376949	TAF1	15	nd
HsaEX1009626	chr13	+	46095003	46096276	46096290	46098397	CPB2-AS1	13	
HsaEX6091993	chr19	+	4306042	4306197	4306213	4307881	FSD1	15	
HsaEX1036205	chr2	+	165370300	165372078	165372084	165373224	SCN2A	5	nd
HsaEX1004543	chr14	+	32077436	32094862	32094867	32117142	ARHGAP5	4	nd
HsaEX1029839	chr13	-	19728386	19730238	19709600	19728364	PSPC1	21	nd
HsaEX1009375	chr4	-	109048176	109050126	109010376	109048167	COL25A1	8	nd
HsaEX6062653	chr9	+	114300124	114302081	114302109	114306827	COL27A1	27	nd
HsaEX1025145	chr11	+	19777983	19778348	19778352	19832483	NAV2	3	nd
HsaEX6029722	chr1	-	31656117	31656399	31655503	31656097	COL16A1	19	ot
HsaEX1035789	chr15	+	41440334	41446586	41446597	41452900	RTF1	10	nd
HsaEX0027596	chr9	+	128527526	128532664	128532692	128533512	GLE1	27	ot
HsaEX1014699	chr16	+	2940093	2948687	2948767	2948843	FLYWCH1	26	
HsaEX0038366	chr6	-	37645957	37646197	37644650	37645932	MDGA1	24	nd
HsaEX1043082	chr1	+	46303821	46305224	46305228	46309100	UQCRH	3	nd
HsaEX1006959	chr11	+	34052637	34059183	34059187	34071725	CAPRIN1	3	nd
HsaEX0068255	chr20	+	44475992	44478623	44478648	44479984	TTPAL	24	ot
HsaEX1008364	chr9	+	78248874	78250245	78250264	78251904	CEP78	18	
HsaEX1040003	chr1	+	11012607	11012740	11012744	11013715	TARDBP	3	nd
HsaEX0020546	chrX	+	118683622	118685519	118685538	118685687	DOCK11	18	hi
HsaEX1033903	chr11	+	96511011	96512069	96512081	96514495	RP11-49K4.2	11	
HsaEX1017654	chr8	-	78749550	78798071	78740083	78749523	IL7	26	
HsaEX6061148	chr9	+	35679343	35680112	35680140	35680752	CA9	27	nd
HsaEX1036797	chr21	+	39499916	39503267	39503271	39508997	SH3BGR	3	nd
HsaEX6064500	chr12	-	1799696	1799999	1797536	1799674	CACNA2D4	21	ot
HsaEX1045778	chr19	+	17406297	17413096	17413105	17420312	MVB12A	8	
HsaEX0046856	chr11	-	101091638	101091759	101062753	101091624	PGR	13	
HsaEX0028524	chr15	-	72165411	72166631	72163758	72165353	GRAMD2	24	
HsaEX1039756	chr6	-	152474639	152481155	152472414	152474634	SYNE1	4	
HsaEX1025023	chr3	-	113723185	113723980	113721817	113723169	NAA50	15	nd
HsaEX1007358	chr3	+	14661699	14661841	14661847	14665022	CCDC174	5	
HsaEX0019468	chr4	-	964094	965175	963291	964072	DGKQ	21	ot
HsaEX6006418	chr21	+	43684651	43685769	43685790	43686803	RRP1B	20	nd
HsaEX1033343	chr15	+	71972318	71975623	71975628	71993692	RP11-390D11.1	4	
HsaEX1025887	chr2	-	10666881	10667217	10663045	10666857	NOL10	23	
HsaEX0023183	chr1	+	6449092	6450443	6450471	6451602	ESPN	27	hi
HsaEX0056627	chr8	-	143812124	143812265	143811346	143812101	SCRIB	22	
HsaEX1029195	chr4	-	6526098	6535270	6381095	6526094	PPP2R2C	3	ot
HsaEX1045407	chr8	+	143709309	143712083	143712103	143712629	ZNF707	19	
HsaEX0045502	chr10	-	34399634	34401825	34399414	34399621	PARD3	12	nd
HsaEX1022212	chr15	+	99276617	99285767	99285785	99287256	LRRC28	17	
HsaEX1011990	chr7	+	157337629	157355759	157355775	157358546	DNAJB6	15	ot
HsaEX1041517	chr11	+	1925277	1925370	1925378	1929067	TNNT3	7	
HsaEX6041052	chr13	-	110211674	110211868	110210213	110211646	COL4A1	27	nd
HsaEX0069546	chr11	-	17523219	17523418	17522927	17523210	USH1C	8	
HsaEX1036539	chr7	+	35898384	35898928	35898932	35903075	SEPT7	3	nd
HsaEX0053996	chr22	+	31187271	31192683	31192703	31195468	RNF185	19	nd
HsaEX1016482	chr4	+	108028070	108028860	108028870	108033175	HADH	9	nd
HsaEX1029706	chr16	-	2841600	2841679	2841329	2841572	PRSS30P	27	
HsaEX1030360	chr4	-	13370897	13371794	13369966	13370869	RAB28	27	
HsaEX0018829	chr14	-	53103052	53103682	53093445	53103030	DDHD1	21	hi
HsaEX1017000	chr17	-	75142774	75146665	75136251	75142763	HN1	10	nd
HsaEX0015476	chr2	-	121427431	121430072	121425307	121427403	CLASP1	27	hi
HsaEX1020885	chr4	+	117572136	117576966	117576991	117654806	LINC01378	24	
HsaEX6097929	chr5	-	39130613	39134207	39127808	39130589	FYB	23	
HsaEX0020628	chr19	-	11204096	11204199	11202710	11204080	DOCK6	15	
HsaEX0043870	chr14	+	78297861	78300679	78300692	78645119	NRXN3	12	hi
HsaEX1028640	chr1	-	208060114	208060685	208054539	208060110	PLXNA2	3	nd
HsaEX1018413	chr19	+	17989844	17989847	17989854	17993487	KCNN1	6	nd
HsaEX0050846	chr8	-	140669736	140674297	140668425	140669726	PTK2	9	hi
HsaEX1009319	chr1	-	31693236	31694143	31693155	31693225	COL16A1	10	nd
HsaEX1019577	chr17	-	78977001	78977139	78974820	78976994	LGALS3BP	6	nd
HsaEX1012419	chr20	+	17570212	17592513	17592520	17600737	DSTN	6	nd
HsaEX0060594	chr17	-	1784575	1786809	1784462	1784554	SMYD4	20	nd
HsaEX1044918	chr18	-	35339049	35339828	35337771	35339045	ZNF24	3	nd
